38,34,34,37,38,39,40,41,42,43,43,44,43,40,36,33,31,28,26,24,
21,20,19,17,16,15,13,12,12,11,10,9,9,8,8,8,7,7,6,6,
6,6,6,5,5,6,6,5,5,5,5,4,4,4,4,4,4,3,3,3,
3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,
4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,5,
5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,6,6,5,
5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,
3,3,3,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,
3,3,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,3,4,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,
2,2,2,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,
3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,
3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,
3,3,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,3,3,3,3,3,3,4,4,4,5,5,6,6,7,7,7,8,8,8,
8,8,8,8,8,8,8,8,8,7,7,7,6,6,6,5,5,5,5,5,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,
4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,2,2,2,3,
2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,
4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,
3,3,3,2,2,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,
6,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,
4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,
2,2,2,3,3,3,3,4,4,5,5,5,5,5,5,5,4,4,4,4,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,
3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,
2,3,3,4,4,4,4,5,5,5,5,5,6,6,7,8,8,9,9,9,
9,10,10,9,9,9,8,8,7,7,7,6,6,5,5,5,5,4,4,4,
4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,
2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,
3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,
3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,
3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,6,9,
11,13,23,93,92,92,92,91,91,90,89,89,89,88,89,89,89,89,89,89,
89,90,90,91,91,91,91,91,91,92,92,92,93,93,93,93,93,88,85,77,
71,65,62,57,55,51,48,45,44,42,42,40,37,34,33,30,29,27,25,24,
23,19,18,17,16,15,14,13,13,12,12,12,11,10,10,9,9,8,7,7,
7,6,6,6,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,
3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,
3,4,4,4,4,5,5,5,5,5,6,6,6,6,6,6,6,6,6,7,
7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,
6,6,6,6,6,5,5,5,5,5,6,6,6,6,6,6,6,5,5,5,
5,4,5,5,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,
4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,
4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,
3,4,4,4,5,5,6,6,6,6,8,8,8,8,9,9,9,8,8,8,
8,8,8,8,8,7,7,7,6,6,6,6,6,6,6,5,5,5,5,5,
5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
4,4,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,3,
3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,2,2,2,2,2,2,3,4,6,6,5,5,4,4,
4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,3,3,3,3,2,2,3,2,2,2,3,2,2,3,3,3,
